"REF_NO","children","age_band","status","occupation","occupation_partner","home_status","family_income","self_employed","self_employed_partner","year_last_moved","TVarea","post_code","post_area","Average.Credit.Card.Transaction","Balance.Transfer","Term.Deposit","Life.Insurance","Medical.Insurance","Average.A.C.Balance","Personal.Loan","Investment.in.Mutual.Fund","Investment.Tax.Saving.Bond","Home.Loan","Online.Purchase.Amount","Revenue.Grid","gender","region","Investment.in.Commudity","Investment.in.Equity","Investment.in.Derivative","Portfolio.Balance"
1337,"Zero","55-60","Partner","Professional","Unknown","Own Home","<27,500, >=25,000","No","Yes",1981,"Meridian","BH21 1RS","BH21",0,0,0,50.93,0,103.94,22.49,78.36,0,25.92,0,2,"Female","South West",10.19,38.45,42.62,53.63
4624,"2","36-40","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1991,"Carlton","GU9 9NL","GU9",0,10.04,0,0.08,0,17.97,59.36,69.45,1.5,0,7.99,2,"Female","South East",2.02,26.05,24.73,70.02
1032,"1","41-45","Partner","Professional","Manual Worker","Own Home",">=35,000","No","No",1984,"Granada","LL19 7LF","LL19",28.98,91.44,29.98,184.86,0,39.48,4.99,23.48,0,9.99,0,1,"Female","Wales",67.05,12.99,42.14,131.28
6060,"Zero","41-45","Partner","Unknown","Professional","Own Home",">=35,000","Yes","No",1993,"Yorkshire","S26 4UN","S26",0,0,0,0,9.99,0,201.87,21.48,29.49,0,0,2,"Female","Unknown",2,42.14,43.81,54.72
10185,"Zero","55-60","Partner","Retired","Retired","Own Home","<27,500, >=25,000","No","No",1979,"HTV","SN14 0TF","SN14",0,106.97,29.99,61.96,16.97,27.96,0,174.86,19.99,0,0,2,"Female","South West",43.18,37.14,50.29,178.04
8745,"2","31-35","Divorced/Separated","Business Manager","Unknown","Own Home","<15,000, >=12,500","No","No",1985,"Central","CV31 2LL","CV31",0,44.49,0,23.99,0,58.96,0,46.44,0,5.48,0,2,"Female","West Midlands",13.7,18.48,21.57,93.45
7368,"2","41-45","Partner","Professional","Secretarial/Admin","Own Home","<27,500, >=25,000","Yes","Yes",1990,"Central","WR9 7RD","WR9",0,0,0,171.9,0,0,16.98,0,0,0,0,2,"Male","West Midlands",34.38,2.83,31.48,35.66
2910,"Zero","51-55","Partner","Manual Worker","Manual Worker","Own Home","<15,000, >=12,500","No","Yes",1976,"Carlton","GU26 6TG","GU26",19.99,34.99,22.49,45.98,0,29.48,0,37.97,14.48,0,0,2,"Female","South East",24.69,13.66,21.32,15.88
3582,"Zero","55-60","Partner","Secretarial/Admin","Retired","Own Home","< 8,000, >= 4,000","No","No",1966,"HTV","BS23 3NR","BS23",0,0,0,0,0,124.97,0,0,0,0,0,2,"Female","South West",0,20.83,20.83,55.85
3906,"Zero","55-60","Partner","Housewife","Manual Worker","Own Home","<12,500, >=10,000","No","No",1972,"Tyne Tees","TS11 8AP","TS11",50.46,80.47,94.46,60.97,39.98,31.98,0,16.97,0,0,0,2,"Female","North",65.27,8.16,24.98,16.53
2893,"2","22-25","Single/Never Married","Housewife","Manual Worker","Rent Privately","<22,500, >=20,000","No","No",1993,"Yorkshire","DN5 8HR","DN5",0,0,19.49,22.49,0,0,0,0,0,0,0,2,"Female","Unknown",8.4,0,3.75,22.82
10763,"Zero","22-25","Partner","Secretarial/Admin","Secretarial/Admin","Own Home","<27,500, >=25,000","No","No",1996,"Carlton","CR0 6RW","CR0",0,0,32.98,0,0,0,0,0,0,0,0,2,"Female","South East",6.6,0,0,9.47
7755,"Zero","55-60","Partner","Housewife","Unknown","Own Home","<27,500, >=25,000","No","No",1998,"Ulster","BT23 4FY","BT23",15.98,0,0,65.46,0,34.99,14,0,0,0,0,2,"Female","Northern Ireland",16.29,8.17,19.08,38.93
9734,"Zero","55-60","Partner","Professional","Retired","Own Home","<25,000, >=22,500","No","No",1969,"Carlton","HA5 4DP","HA5",0,64.96,19.99,167.36,38.43,178.89,0,108.38,0,9.47,10.98,2,"Female","South East",58.15,51.29,82.18,154.17
836,"2","36-40","Partner","Professional","Manual Worker","Own Home",">=35,000","No","No",1973,"HTV","CF31 3AH","CF31",0,0,0,0.01,0,0,0,0,0,0,0,2,"Female","Wales",0,0,0,-51.44
7244,"Zero","45-50","Divorced/Separated","Housewife","Unknown","Rent Privately","<17,500, >=15,000","No","No",1988,"Central","GL7 5UX","GL7",0,24.49,29.99,27.48,10.99,53.98,0,57.92,20.48,0,119.92,1,"Female","South West",18.59,42.05,28.48,53.14
3122,"Zero","55-60","Widowed","Retired","Retired","Rent from Council/HA","<10,000, >= 8,000","No","No",1969,"Carlton","WA2 3QG","WA2",9.99,159.97,104.95,90.94,55.94,45.96,0,44.44,46.97,9.99,259.89,1,"Female","North West",84.36,67.88,47.38,173.27
7323,"Zero","55-60","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1997,"Central","LE13 0AR","LE13",0,101.42,0,158.91,0,16.98,0,13.99,2.49,0.01,0,2,"Male","East Midlands",52.07,5.58,32.06,121.43
2853,"Zero","45-50","Partner","Secretarial/Admin","Manual Worker","Own Home","<25,000, >=22,500","No","No",1982,"Meridian","BN21 2RF","BN21",0,0,0,0,0,0,0,0,0,0,0,2,"Female","South East",0,0,0,46.91
4977,"1","45-50","Partner","Unknown","Professional","Own Home","<30,000, >=27,500","Yes","No",1985,"Unknown","NP18 3TJ","NP18",11.49,0,0,47.94,0,14.99,0,0.01,3.49,18.22,0,2,"Female","Unknown",11.89,6.12,11.07,49.61
3432,"Zero","41-45","Partner","Professional","Professional","Own Home",">=35,000","No","No",1992,"HTV","CF31 4ND","CF31",29.48,0,29.98,0,29.99,0,0,0,4.99,0,16.48,2,"Female","Wales",17.89,3.58,5.83,-13.18
5325,"2","45-50","Partner","Unknown","Unknown","Own Home","< 8,000, >= 4,000","No","No",1980,"Granada","CH8 7HG","CH8",39.99,62.98,251.88,203.92,61.97,30.46,0,126.41,14.96,29.95,0,2,"Female","Wales",124.15,33.63,72.95,214.14
9777,"2","36-40","Partner","Housewife","Manual Worker","Own Home","<20,000, >=17,500","No","No",1980,"Central","B77 5EH","B77",0,0,0,26.48,0,0,0,19.98,0,0,0,2,"Female","West Midlands",5.3,3.33,7.74,48.52
6077,"Zero","61-65","Partner","Business Manager","Other","Own Home","<25,000, >=22,500","No","No",1960,"Carlton","GU18 5TR","GU18",0,0,0,57.47,19.99,17.99,15.99,39.97,0,0,0,2,"Male","South East",15.49,12.33,25.24,88.65
7835,"1","41-45","Divorced/Separated","Professional","Secretarial/Admin","Own Home","<20,000, >=17,500","Yes","No",1985,"Yorkshire","S40 4XJ","S40",127.44,34.99,24.99,43.97,62.9,42.97,41.98,15.48,0,24.98,0,2,"Male","East Midlands",58.86,20.9,34.55,137.79
7236,"Zero","26-30","Single/Never Married","Professional","Unknown","Own Home","<25,000, >=22,500","No","No",1986,"Granada","M45 8NX","M45",0,0,0,0,0,0,19.99,0,0,0,0,2,"Female","North West",0,3.33,3.33,39.65
5545,"Zero","55-60","Partner","Retired","Retired","Own Home",">=35,000","No","No",1995,"Grampian","KY16 8PL","KY16",0,0,0,126.95,65.78,7.48,10.99,11.99,29.99,23.97,1.99,2,"Male","Scotland",38.55,14.4,42.2,108.43
7433,"Zero","61-65","Partner","Manual Worker","Unknown","Own Home",">=35,000","No","Yes",1982,"Central","B60 4HY","B60",0,0,0,0,0,0,0,60.95,0,0,0,2,"Female","West Midlands",0,10.16,10.16,66.39
5262,"2","36-40","Partner","Housewife","Manual Worker","Own Home","<17,500, >=15,000","No","No",1986,"Yorkshire","DN37 9RZ","DN37",19.99,0,69.99,112.45,19.99,34.99,188.85,0,0,0,0,2,"Female","Unknown",44.48,37.31,59.38,112.37
2448,"Zero","55-60","Partner","Retired","Retired","Own Home",">=35,000","No","No",1920,"Granada","LA9 7QW","LA9",25.48,0,0,0,42.97,49.48,8.99,0,14.48,0,0,2,"Female","North",13.69,12.16,19.32,129.9
7479,"Zero","65-70","Partner","Retired","Retired","Own Home","<10,000, >= 8,000","No","No",1985,"Tyne Tees","DL10 7SP","DL10",0,0.02,0,0,0,21.47,0,0,0,0,0,2,"Female","Unknown",0,3.58,3.58,39.21
5279,"Zero","51-55","Partner","Retired","Secretarial/Admin","Own Home","<22,500, >=20,000","No","No",1981,"Granada","LA9 5EY","LA9",0,68.96,0,51.9,34.99,78.89,0,62.42,0,11.47,4.48,2,"Male","North",31.17,26.21,38.03,98.22
10001,"Zero","31-35","Single/Never Married","Manual Worker","Unknown","Own Home","<12,500, >=10,000","No","No",1998,"Carlton","CR7 7EE","CR7",118.98,45.44,129.46,45.48,39.45,77.41,0,43.98,0,0,0,2,"Male","South East",75.76,20.23,34.39,137.25
8924,"2","26-30","Partner","Manual Worker","Professional","Rent from Council/HA","<20,000, >=17,500","No","No",1977,"Meridian","SO30 2ND","SO30",29.48,64.47,0,38.48,0.51,0,14.49,0,0,0,0,2,"Male","South East",26.59,2.42,8.91,73.8
269,"2","41-45","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1985,"Meridian","PR20 3QE","PR20",0,0,0,21.99,0,0,61.94,0,0,0,0,2,"Female","North West",4.4,10.32,13.99,7.96
4264,"Zero","31-35","Partner","Professional","Manual Worker","Own Home","<25,000, >=22,500","No","No",1992,"Central","HR2 7XL","HR2",0,0,0,9.99,23.97,33.97,0,6.99,0,0,0,2,"Female","West Midlands",6.79,6.83,12.49,29.97
10553,"Zero","55-60","Partner","Retired","Retired","Rent from Council/HA","< 4,000","No","No",1994,"Meridian","ME13 0QH","ME13",0,0,0,113.45,42.43,0,0,0,0,0,0,2,"Female","South East",31.18,0,25.98,78.81
8879,"Zero","45-50","Partner","Manual Worker","Secretarial/Admin","Own Home","<20,000, >=17,500","No","No",1986,"Carlton","M14 8TJ","M14",17.98,205.44,0,339.85,34.99,241.36,28.48,45.95,23.86,91.26,3.6,2,"Female","North West",119.65,72.42,119.08,238.73
6901,"2","36-40","Partner","Professional","Professional","Own Home",">=35,000","No","No",1992,"Yorkshire","BD16 4SJ","BD16",0,34.49,0,201.44,0,17.98,0,69.95,0,0,0,2,"Female","Unknown",47.19,14.66,48.23,133
11494,"1","65-70","Partner","Secretarial/Admin","Professional","Own Home","<20,000, >=17,500","No","No",1975,"Carlton","EN10 7HH","EN10",0,201.42,0,42.97,0,24.99,0,0,0,0,0,2,"Female","South East",48.88,4.17,11.33,96.55
6196,"Zero","26-30","Single/Never Married","Secretarial/Admin","Unknown","Rent from Council/HA","<17,500, >=15,000","No","No",1994,"Carlton","SW9 7SQ","SW9",0,0,0,0.01,0,11.49,0,0,0,0,0,2,"Female","South East",0,1.92,1.92,-9.62
1939,"Zero","36-40","Divorced/Separated","Professional","Unknown","Own Home","<20,000, >=17,500","No","No",1997,"Carlton","PR6 4JE","PR6",171.96,0,46.96,105.96,62.45,4.99,65.43,30.46,2,4.99,23.99,1,"Female","North West",77.47,21.98,45.22,188.58
2839,"Zero","65-70","Partner","Retired","Housewife","Own Home","<12,500, >=10,000","No","No",1965,"Carlton","DA5 3PQ","DA5",0,24.49,0,50.98,0,29.49,0,0,0,0,0,2,"Male","South East",15.09,4.92,13.41,54.72
4478,"1","26-30","Partner","Professional","Manual Worker","Own Home","<25,000, >=22,500","No","No",1992,"Granada","WA3 3DG","WA3",0,14.49,0,0,0,0,0,0,0,0,0,2,"Female","North West",2.9,0,0,52.99
2365,"Zero","61-65","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1990,"Carlton","AL7 3HZ","AL7",135.97,353.88,0,55.56,0,14.99,45.62,0,0,10.99,0,2,"Female","South East",109.08,11.93,19.36,144.84
3631,"Zero","31-35","Divorced/Separated","Professional","Unknown","Rent Privately",">=35,000","No","No",1998,"Anglia","MK45 1JN","MK45",0,0,0,37.48,5.49,29.99,0,0,0,0,0,2,"Male","South East",8.59,5,12.16,40.7
10130,"2","41-45","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1996,"Meridian","BH22 9SJ","BH22",141.94,79.98,54.48,161.44,55.47,39.46,31.97,89.93,3,0,107.47,1,"Female","South West",98.66,45.31,63.55,234.1
8040,"1","41-45","Partner","Professional","Unknown","Own Home","<27,500, >=25,000","No","No",1992,"Meridian","SP5 3NF","SP5",0,0.51,0,13.99,30,47.97,43.47,21.99,0,0,0,2,"Female","South West",8.9,18.91,26.24,6.29
7672,"1","26-30","Partner","Housewife","Business Manager","Own Home","<25,000, >=22,500","No","No",1995,"Carlton","SM4 6QP","SM4",0,0,0,27.99,0,0,90.95,71.47,0,0,0,2,"Male","South East",5.6,27.07,31.74,34.66
10970,"Zero","51-55","Partner","Housewife","Manual Worker","Own Home","<20,000, >=17,500","No","No",1965,"Meridian","BN14 9HE","BN14",49.47,17.99,44.48,17.99,9.99,2.49,0,18.96,32.98,0,0,1,"Female","South East",27.98,9.07,13.74,59.1
8829,"Zero","26-30","Partner","Business Manager","Secretarial/Admin","Own Home","<27,500, >=25,000","No","No",1995,"Carlton","L5 4BD","L5",0,29.49,14.99,50.97,0,0,27.98,29.98,0,0,0,2,"Male","North West",19.09,9.66,18.16,74.18
3621,"2","36-40","Single/Never Married","Business Manager","Manual Worker","Own Home",">=35,000","No","No",1991,"Central","L11 8UJ","L11",0,4.99,0,8.99,0,0,16.28,0,7.98,0,0,2,"Male","North West",2.8,4.04,5.54,19.7
10008,"Zero","71+","Widowed","Retired","Unknown","Own Home","<12,500, >=10,000","No","No",1957,"TV South West","DT3 5AR","DT3",0,166.43,51.45,229.39,39.49,88.4,0,195.82,0,22.46,0,2,"Female","South West",97.35,51.11,92.18,249.88
9841,"Zero","22-25","Single/Never Married","Business Manager","Unknown","Rent Privately","<20,000, >=17,500","No","No",1988,"Carlton","SW6 7BB","SW6",0,0,0,22.49,0,0,0,0,0,0,0,2,"Female","South East",4.5,0,3.75,-4.87
5074,"1","55-60","Partner","Manual Worker","Secretarial/Admin","Own Home","<30,000, >=27,500","No","No",1986,"Meridian","ME5 0DS","ME5",0.02,108.97,0,34.48,30.48,11.99,9.99,17.99,0,3.48,21.99,2,"Male","South East",34.79,10.91,17.49,96.62
7998,"Zero","51-55","Partner","Secretarial/Admin","Professional","Own Home","<25,000, >=22,500","No","No",1972,"Scottish TV","G73 5AR","G73",34.99,0,0,0,39.98,121.88,74.94,220.33,4.99,0,0,1,"Female","Scotland",14.99,70.36,77.02,161.47
7621,"Zero","26-30","Partner","Professional","Professional","Own Home",">=35,000","No","No",1997,"Meridian","L31 4RP","L31",137.96,0,0,0,42.95,44.98,0,0,2.49,28.95,0,2,"Female","North West",36.18,12.74,15.07,89.02
662,"Zero","61-65","Widowed","Retired","Unknown","Own Home","<25,000, >=22,500","No","No",1978,"Central","DE22 2EW","DE22",0,0,23.98,0,49.47,0,0,0,0,0,0,2,"Male","East Midlands",14.69,0,8.25,-4.57
296,"1","22-25","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1994,"Central","B94 5AH","B94",0,24.98,109.46,29.96,0,47.96,63.96,75.44,0,3.99,15.99,2,"Female","West Midlands",32.88,34.56,36.22,78.95
7111,"Zero","61-65","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1971,"Scottish TV","KA1 3PW","KA1",34.98,14.99,9.99,31.48,12.48,14.49,30.96,78.93,30.97,2.49,7.98,2,"Female","Scotland",20.78,27.64,33.22,101.8
174,"Zero","65-70","Partner","Retired","Retired","Own Home","<10,000, >= 8,000","No","No",1987,"Meridian","M31 1BJ","M31",0,25.98,19.99,83.45,0,24.98,0,44.99,0,0,169.45,1,"Female","North West",25.88,39.9,25.57,122.2
8569,"Zero","45-50","Partner","Professional","Unknown","Own Home",">=35,000","No","No",1987,"Anglia","CO10 5HL","CO10",0,13.48,0,25.97,15.49,22.99,0,0,0,0,0,2,"Male","East Anglia",10.99,3.83,10.74,73.62
1086,"Zero","51-55","Partner","Professional","Professional","Own Home",">=35,000","No","No",1982,"Granada","SK8 5JY","SK8",9.49,0,0,41.97,0,2.99,0,41.47,0,9.99,0,2,"Female","North West",10.29,9.08,14.41,81.77
10554,"Zero","51-55","Widowed","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1980,"Granada","CH3 9HA","CH3",9.99,89.98,0,94.97,0,103.94,0,0,0,0,0,2,"Female","North West",38.99,17.32,33.15,36.45
6503,"Zero","51-55","Partner","Manual Worker","Professional","Own Home","<27,500, >=25,000","No","No",1979,"Yorkshire","DN5 8NR","DN5",26.98,0,69.47,0,74.94,0,0,0,10.96,0,134.4,1,"Female","Unknown",34.28,24.23,14.32,101.56
3047,"Zero","65-70","Partner","Retired","Retired","Own Home","<10,000, >= 8,000","No","No",1953,"Central","NN7 4QU","NN7",0,0,29.99,0,44.46,0,0,0,0,0,0,2,"Female","East Midlands",14.89,0,7.41,98.73
6552,"Zero","26-30","Partner","Professional","Secretarial/Admin","Own Home",">=35,000","No","No",1982,"Meridian","BH23 5PB","BH23",0,83.47,0,25.49,0,59.98,0,23.99,0,0,0,2,"Female","South West",21.79,14,18.24,42.23
2947,"2","36-40","Divorced/Separated","Professional","Unknown","Own Home","<15,000, >=12,500","No","No",1987,"Scottish TV","KA18 3DD","KA18",0,25.99,0,20.49,0,0,0,0,0,0,0,2,"Female","Scotland",9.3,0,3.42,40.92
10367,"Zero","61-65","Partner","Retired","Retired","Own Home","<10,000, >= 8,000","No","No",1982,"Yorkshire","PE25 2ED","PE25",0,23.97,0,57.38,0,29.98,0,0,0,0,0,2,"Female","East Midlands",16.27,5,14.56,26.99
5418,"Zero","41-45","Single/Never Married","Business Manager","Unknown","Own Home","<27,500, >=25,000","No","No",1986,"Carlton","EN4 8UT","EN4",0,0,0,19.99,0,0,0,0,0,0,0,2,"Female","South East",4,0,3.33,-21.32
7719,"Zero","61-65","Single/Never Married","Professional","Unknown","Own Home","<10,000, >= 8,000","No","No",1977,"Granada","M25 9PX","M25",0,0,0,0,0,7.49,0,326.28,0,0,0,2,"Male","North West",0,55.63,55.63,134.18
726,"Zero","45-50","Partner","Other","Manual Worker","Own Home","<10,000, >= 8,000","No","No",1977,"HTV","TA16 5RD","TA16",0,142.85,0,140.84,0,40.42,0,74.41,14.99,37.92,2,2,"Female","South West",56.74,28.29,45.11,141.02
7439,"Zero","41-45","Partner","Secretarial/Admin","Manual Worker","Own Home","<25,000, >=22,500","No","No",1995,"Carlton","RG5 3NE","RG5",218.94,261.38,29.98,241.26,40.72,39.98,164.65,11.99,13.47,12.99,97.9,2,"Female","South East",158.46,56.83,85.35,289.17
7183,"Zero","51-55","Partner","Professional","Other","Own Home","<20,000, >=17,500","No","No",1982,"TV South West","EX39 5HZ","EX39",74.96,0,118.94,29.49,24.99,4.99,194.79,68.44,61.46,0,18.45,2,"Female","South West",49.68,58.02,64.03,166.52
5574,"Zero","18-21","Single/Never Married","Professional","Retired","Own Home","<27,500, >=25,000","No","No",1996,"Carlton","E11 2TJ","E11",0,0,0,0,0,0,42.46,17.48,0,0,0,2,"Female","South East",0,9.99,9.99,67.21
11424,"1","45-50","Partner","Secretarial/Admin","Manual Worker","Own Home","<27,500, >=25,000","No","Yes",1969,"Carlton","SL4 1ST","SL4",82.98,179.39,10,32.97,24.97,57.9,45.92,35.97,4,0,0,2,"Female","South East",66.06,23.97,33.62,166.55
5974,"Zero","55-60","Single/Never Married","Retired","Unknown","Own Home","<22,500, >=20,000","No","No",1968,"Scottish TV","KY5 9PQ","KY5",0,207.43,24.98,132.43,0,45.96,0,30.96,0,0,0,2,"Female","Scotland",72.97,12.82,34.89,101.22
5215,"2","31-35","Partner","Housewife","Manual Worker","Own Home","<20,000, >=17,500","No","No",1983,"Anglia","PE7 3HF","PE7",0,0,0,0,6.99,32.92,20.98,55.91,1.49,0,0,2,"Female","East Anglia",1.4,18.55,19.72,28.45
302,"Zero","51-55","Partner","Housewife","Retired","Own Home","< 8,000, >= 4,000","No","No",1988,"Granada","CW5 7DJ","CW5",36.97,0,0,74.44,42.44,102.92,0,92.41,0,0,0,2,"Female","North West",30.77,32.56,52.04,75.67
5810,"2","36-40","Partner","Other","Manual Worker","Own Home","<17,500, >=15,000","No","No",1978,"Border","CA14 1UU","CA14",0,269.3,0,295.85,0,105.36,0,175.32,5,9.97,3.99,2,"Female","North",113.03,49.94,96.92,252.69
588,"Zero","51-55","Widowed","Retired","Unknown","Rent from Council/HA","< 4,000","No","No",1996,"Tyne Tees","TS4 3JE","TS4",0,39.98,17,92.95,15.99,0,0,31.47,0,0,9.98,2,"Female","North",33.18,6.91,23.4,66.65
11292,"Zero","55-60","Partner","Housewife","Professional","Own Home",">=35,000","No","Yes",1979,"Meridian","L20 3JF","L20",0,0,39.99,25.99,13.48,9.99,44.47,0,0,0,0,2,"Female","North West",15.89,9.08,15.66,-5.12
1596,"2","31-35","Partner","Housewife","Professional","Own Home","<30,000, >=27,500","No","No",1997,"Scottish TV","EH53 0SW","EH53",11.99,123.96,0,80.44,0,54.34,20.97,167.39,19.99,0,0,2,"Female","Scotland",43.28,43.78,57.19,85.19
3690,"Zero","61-65","Partner","Professional","Retired","Own Home","<27,500, >=25,000","No","No",1958,"Carlton","L12 4QP","L12",64.99,94.99,0,39.98,29.99,39.99,33.98,0,0,9.99,0,2,"Female","North West",45.99,13.99,23.99,109.52
3298,"1","41-45","Partner","Secretarial/Admin","Manual Worker","Own Home","<12,500, >=10,000","No","No",1970,"Anglia","PE6 8NX","PE6",21.98,82.97,51.97,199.42,110.45,104.39,197.35,209.32,87.28,34.42,19.48,2,"Female","East Anglia",93.36,108.71,151.37,368.29
1141,"Zero","55-60","Partner","Unknown","Unknown","Rent from Council/HA","<12,500, >=10,000","No","No",1997,"Tyne Tees","NE34 8RS","NE34",0,17.49,0,28.48,17.48,19.48,0,19.48,0,28.93,0,2,"Female","North",12.69,11.32,14.15,60.98
2687,"2","36-40","Partner","Other","Manual Worker","Own Home","<15,000, >=12,500","No","No",1979,"Yorkshire","S41 8SD","S41",0,87.41,0,17.99,0,20,0,34.46,0,0,0,2,"Female","East Midlands",21.08,9.08,12.08,23.33
7750,"1","36-40","Partner","Other","Business Manager","Own Home","<30,000, >=27,500","No","No",1968,"Yorkshire","S32 4TS","S32",0,153.95,0,276.37,24.99,172.87,20.98,71.93,0,11.99,0,2,"Female","East Midlands",91.06,46.3,94.52,184.96
9172,"Zero","61-65","Single/Never Married","Retired","Unknown","Own Home","<15,000, >=12,500","No","No",1997,"Meridian","PO20 0JD","PO20",9.98,104.46,59.98,129.43,23.46,105.43,0,13.99,25.98,0,0,2,"Female","South East",65.46,24.23,49.72,122.48
2373,"Zero","36-40","Partner","Secretarial/Admin","Professional","Own Home","<25,000, >=22,500","No","Yes",1988,"Granada","M41 9NW","M41",0,0,0,0,0,59.48,0,0,0,0,0,2,"Female","North West",0,9.91,9.91,-21.67
5606,"1","36-40","Divorced/Separated","Secretarial/Admin","Unknown","Own Home","<17,500, >=15,000","No","No",1979,"Central","HP18 0SH","HP18",0,194.95,9.99,326.3,0.01,47.45,15.98,197.84,54.9,43.43,27.46,2,"Female","South East",106.25,64.51,107.08,271.84
5674,"Zero","65-70","Partner","Housewife","Retired","Own Home","<15,000, >=12,500","No","No",1981,"TV South West","EX31 3AJ","EX31",169.92,29.99,79.95,136.93,11.48,45.97,44.46,199.84,21.44,0,0,2,"Female","South West",85.65,51.95,76.69,224.71
8099,"1","61-65","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1959,"Unknown","CH63 8QN","CH63",0,77.89,0,134.39,0,7.99,14.98,0,0,3.99,0,2,"Female","Unknown",42.46,4.49,26.23,110.73
10940,"2","41-45","Partner","Professional","Secretarial/Admin","Own Home","<17,500, >=15,000","No","No",1993,"Carlton","DA17 6JE","DA17",0,0,0,47.48,9.49,0,0,13.49,0.74,15,0,2,"Male","South East",11.39,4.87,11.87,59.35
10113,"Zero","71+","Partner","Retired","Retired","Own Home","<10,000, >= 8,000","No","No",1988,"Central","GL4 3EP","GL4",0,0,0,0,40.95,0,0,23.98,0,0,0,2,"Male","South West",8.19,4,10.82,-7.89
3196,"4+","36-40","Partner","Professional","Professional","Own Home","<25,000, >=22,500","No","No",1992,"Meridian","SP2 0DR","SP2",0,104.49,0,0,0,0,0,0,0,0,0,2,"Male","South West",20.9,0,0,-13.71
6133,"Zero","61-65","Widowed","Retired","Unknown","Own Home","<20,000, >=17,500","No","No",1996,"Meridian","SP3 6SR","SP3",52.47,19.49,74.46,61.48,19.99,65.39,0,44.94,0,3,8.48,2,"Female","South West",45.58,20.3,31.97,98.48
8741,"Zero","22-25","Single/Never Married","Other","Manual Worker","Own Home","<15,000, >=12,500","No","No",1997,"HTV","CF72 9BB","CF72",13.97,120.97,11.98,167.38,105.4,31.48,0,126.38,17.48,0,50.63,2,"Female","Wales",83.94,37.66,74.69,158.2
2323,"3","36-40","Partner","Professional","Unknown","Own Home",">=35,000","No","Yes",1984,"Scottish TV","G76 0DA","G76",0,0,0,0,10.99,0,0,0,0,0,0,2,"Male","Scotland",2.2,0,1.83,-66.27
9095,"Zero","55-60","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1971,"Meridian","BN12 6JR","BN12",0,41.98,0,47.97,33.46,0,0,36.46,0,0,0,2,"Female","South East",24.68,6.08,19.65,56.04
7863,"Zero","61-65","Partner","Housewife","Retired","Rent Privately","< 4,000","No","No",1996,"Anglia","CM0 7HE","CM0",0.54,0.01,0,40.93,16.47,0,0,23.98,0,0,0,2,"Female","South East",11.59,4,13.56,11.37
10559,"Zero","45-50","Partner","Secretarial/Admin","Secretarial/Admin","Own Home","<20,000, >=17,500","No","No",1967,"Unknown","NP19 8PB","NP19",7.96,19.47,24.99,70.46,45.47,39.98,0,63.46,0,4.99,0,2,"Female","Unknown",33.67,18.07,36.56,109.87
4454,"Zero","55-60","Partner","Retired","Retired","Own Home","Unknown","No","No",1999,"TV South West","EX31 3UZ","EX31",11.99,0,0,84.97,69.45,0,0,122.44,56.96,0,218.9,1,"Female","South West",33.28,66.38,55.64,169
2269,"1","26-30","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1998,"Granada","M28 7XJ","M28",0,0,0,27.49,0,11.99,0,13.48,0,5.99,0,2,"Female","North West",5.5,5.24,8.83,36.36
4854,"Zero","45-50","Partner","Business Manager","Secretarial/Admin","Own Home","<30,000, >=27,500","No","No",1994,"Anglia","CO9 3ND","CO9",50.95,104.47,29.46,235.37,26.94,72.29,0,142.83,6.98,0.01,0,2,"Male","South East",89.44,37.02,80.74,156.06
3415,"Zero","55-60","Partner","Housewife","Manual Worker","Own Home","<15,000, >=12,500","No","Yes",1962,"Meridian","CT19 4NW","CT19",41.97,0,24.49,0,0,0,0,43.46,0,0,0,2,"Female","South East",13.29,7.24,7.24,12.48
9133,"2","36-40","Partner","Other","Manual Worker","Own Home","<12,500, >=10,000","No","No",1990,"Border","CA26 3RE","CA26",34.99,76.47,74.46,84.43,24.98,124.42,0,52.97,0,25.95,1.99,2,"Female","North",59.07,34.22,47.8,164.44
648,"Zero","51-55","Partner","Secretarial/Admin","Other","Own Home","<22,500, >=20,000","No","No",1978,"Central","CV31 2QQ","CV31",0,39.99,0,53.48,29.97,41.98,62.95,75.44,21.99,0,0,2,"Female","West Midlands",24.69,33.73,47.64,64.82
4053,"1","26-30","Partner","Manual Worker","Other","Own Home","<22,500, >=20,000","No","No",1992,"HTV","SA10 8PS","SA10",11.49,29.99,57.46,22.99,15.47,39.45,69.92,0,4.49,19.98,0,2,"Male","Wales",27.48,22.31,25.39,61.03
5923,"Zero","51-55","Partner","Unknown","Unknown","Own Home","<12,500, >=10,000","No","No",0,"Central","TF10 9JD","TF10",0,74.99,0,95.96,0,36.92,0,54.43,0,0,0,2,"Female","West Midlands",34.19,15.23,31.22,101.59
